"SpeciesLatinName","GestationTimeInYears","averagedMaturity.yrs","maxAge"
"Cercopithecus wolfi",NA,NA,24
"Chlorocebus aethiops sabaeus",0.443835616438356,3.91643835616438,30.8
"Colobus angolensis",NA,NA,35.3
"Colobus guereza",0.479452054794521,5.0041095890411,35
"Colobus polykomos",0.506849315068493,3.24931506849315,33.9
"Erythrocebus patas",0.457534246575342,3.22739726027397,28.3
"Lophocebus albigena",0.495890410958904,4,36
"Macaca arctoides",0.484931506849315,4.5,29.2
"Macaca assamensis",NA,NA,31.4
"Macaca fascicularis",0.452054794520548,3.81095890410959,39
"Macaca fuscata",0.476712328767123,3.90684931506849,38.5
"Macaca maura",0.452054794520548,5,33
"Macaca mulatta",0.452054794520548,4.43561643835616,42
"Macaca nemestrina",0.471232876712329,3.04109589041096,37.6
"Macaca nigra",0.482191780821918,4.08219178082192,34
"Macaca ochreata",NA,NA,29
"Macaca radiata",0.441095890410959,4.23287671232877,30
"Macaca silenus",0.482191780821918,5.3972602739726,40
"Macaca sinica",0.416438356164384,4,29.3
"Macaca sylvanus",0.449315068493151,4.66575342465753,29.1
"Macaca thibetana",0.465753424657534,NA,27
"Macaca tonkeana",0.473972602739726,NA,28.4
"Mandrillus leucophaeus",0.49041095890411,3.4986301369863,39
"Mandrillus sphinx",0.473972602739726,3.24931506849315,40
"Miopithecus talapoin",0.463013698630137,4.66164383561644,27.7
"Nasalis larvatus",0.454794520547945,4,25.1
"Papio hamadryas",0.468493150684932,4.48767123287671,37.5
"Presbytis comata",NA,NA,NA
"Presbytis melalophos",NA,NA,20
"Presbytis thomasi",NA,NA,NA
"Pygathrix nemaeus",0.468493150684932,4,26
"Rhinopithecus bieti",0.465753424657534,2.06890410958904,NA
"Rhinopithecus roxellana",0.545205479452055,NA,29.5
"Semnopithecus entellus",0.526027397260274,4.17534246575342,29
"Semnopithecus johnii",NA,NA,34
"Semnopithecus vetulus",0.578082191780822,3.5013698630137,26.1
"Theropithecus gelada",0.46027397260274,4.90547945205479,36
"Trachypithecus auratus",NA,NA,31.1
"Trachypithecus cristatus",NA,4.0027397260274,28.3
"Trachypithecus francoisi",0.541665753424658,4,26.3
"Trachypithecus geei",NA,NA,NA
"Trachypithecus obscurus",0.397260273972603,4.0027397260274,33.9
"Trachypithecus phayrei",0.457534246575342,NA,28.3
"Trachypithecus pileatus",NA,NA,25.2
"Cheirogaleus major",0.178082191780822,1,13.4
"Cheirogaleus medius",0.167123287671233,1,30
"Microcebus murinus",0.167123287671233,0.665753424657534,18.2
"Microcebus rufus",0.167123287671233,NA,12
"Mirza zaza",0.245205479452055,1.1,20
"Phaner furcifer",0.476712328767123,NA,25
"Daubentonia madagascariensis",0.452054794520548,4.25,37
"Euoticus elegantulus",0.334246575342466,NA,15
"Galago moholi",0.33972602739726,0.70958904109589,16.6
"Galago senegalensis",0.345205479452055,0.73972602739726,17.1
"Galagoides demidoff",0.304109589041096,0.720547945205479,13.4
"Otolemur crassicaudatus",0.356164383561644,1.55342465753425,22.7
"Otolemur garnettii",0.361643835616438,1.64383561643836,20
"Paragalago zanzibaricus",0.328767123287671,0.863013698630137,NA
"Sciurocheirus alleni",0.364383561643836,0.708219178082192,NA
"Gorilla gorilla",0.701369863013699,9.37534246575343,60.1
"Homo sapiens",0.767123287671233,13.5,122.5
"Pan paniscus",0.635616438356164,8.75068493150685,55
"Pan troglodytes",0.627397260273973,8.62465753424657,59.4
"Pongo pygmaeus",0.682191780821918,7,59
"Hoolock hoolock",NA,7.0027397260274,41
"Hylobates agilis",NA,NA,49
"Hylobates klossii",0.583561643835616,NA,37
"Hylobates lar",0.594520547945205,6,56
"Hylobates moloch",0.665753424657534,NA,45
"Hylobates muelleri",0.567123287671233,NA,60
"Hylobates pileatus",0.624657534246575,6.72394520547945,38
"Nomascus concolor",0.567123287671233,8.43835616438356,46.1
"Nomascus leucogenys",NA,NA,44.1
"Symphalangus syndactylus",0.632876712328767,6,43
"Propithecus diadema",0.43013698630137,2.87534246575342,21
"Propithecus tattersalli",0.404109589041096,4.4986301369863,26
"Propithecus verreauxi",0.405479452054795,2.4986301369863,31
"Eulemur coronatus",0.345205479452055,1.66575342465753,30
"Eulemur fulvus",0.323287671232877,1.56438356164384,35.5
"Eulemur macaco",0.328767123287671,1.1041095890411,37.5
"Eulemur mongoz",0.328767123287671,2.34931506849315,36.2
"Eulemur rubriventer",0.328767123287671,2.73424657534247,34
"Hapalemur aureus",0.389041095890411,NA,NA
"Hapalemur griseus",0.397260273972603,3.04931506849315,27
"Lemur catta",0.36986301369863,2.06438356164384,37.3
"Prolemur simus",0.389041095890411,NA,17.6
"Varecia rubra",0.268493150684932,1.72465753424658,37.5
"Varecia variegata",0.268493150684932,1.71780821917808,39.4
"Lepilemur mustelinus",0.36986301369863,1.55890410958904,12
"Lepilemur ruficaudatus",0.372602739726027,1.63013698630137,NA
"Arctocebus calabarensis",0.364383561643836,0.752054794520548,13
"Loris tardigradus",0.454794520547945,1.02054794520548,21.6
"Nycticebus coucang",0.515068493150685,1.58356164383562,25.8
"Nycticebus pygmaeus",0.515068493150685,0.747945205479452,20
"Perodicticus potto",0.465753424657534,1.4986301369863,32.4
"Cacajao calvus",0.498630136986301,3.2986301369863,35.8
"Cacajao melanocephalus",NA,NA,18
"Chiropotes albinasus",0.438356164383562,4,20
"Chiropotes satanas",0.438356164383562,4,19.6
"Pithecia aequatorialis",NA,NA,14.9
"Pithecia irrorata",NA,NA,NA
"Pithecia monachus",NA,NA,25
"Pithecia pithecia",0.432876712328767,3.06164383561644,36
"Plecturocebus cupreus",0.361643835616438,NA,26.4
"Plecturocebus donacophilus",NA,NA,25
"Plecturocebus moloch",0.446575342465753,2.4986301369863,26.2
"Carlito syrichta",0.49041095890411,NA,16
"Cephalopachus bancanus",0.487671232876712,2.52054794520548,16.3
"Tarsius tarsier",0.43013698630137,1.16438356164384,12
"Elephas maximus",1.76438356164384,9.00547945205479,88
"Loxodonta africana",1.83561643835616,10.5041095890411,65
"Abrocoma bennettii",NA,NA,2.3
"Aplodontia rufa",0.0794520547945206,2,10
"Cryptomys anselli",NA,1,20.6
"Cryptomys damarensis",0.254794520547945,1.4,16
"Cryptomys hottentotus",0.221917808219178,1.23287671232877,11
"Cryptomys mechowi",0.306849315068493,NA,16
"Georychus capensis",0.120547945205479,0.832876712328767,11.2
"Heliophobius argenteocinereus",0.241095890410959,NA,3.1
"Heterocephalus glaber",0.191780821917808,5,37
"Calomyscus bailwardi",NA,NA,9.4
"Calomyscus mystax",NA,NA,NA
"Capromys pilorides",0.342465753424658,0.832876712328767,13.8
"Geocapromys brownii",0.336986301369863,1,13.5
"Geocapromys ingrahami",0.320547945205479,2,6
"Plagiodontia aedium",0.326027397260274,NA,15.9
"Castor canadensis",0.350684931506849,1.75068493150685,23.4
"Castor fiber",0.287671232876712,1.75068493150685,25
"Cavia aperea",0.172602739726027,0.206849315068493,6
"Cavia porcellus",0.186301369863014,0.194520547945205,12
"Cavia tschudii",0.175342465753425,0.16986301369863,6.3
"Dolichotis patagonum",0.232876712328767,0.467123287671233,14.4
"Galea musteloides",0.147945205479452,0.172602739726027,3.5
"Galea spixii",0.145205479452055,0.249315068493151,4.6
"Hydrochoerus hydrochaeris",0.410958904109589,1.24931506849315,15.1
"Kerodon rupestris",0.205479452054795,0.413698630136986,12.9
"Chinchilla lanigera",0.304109589041096,0.657534246575342,17.2
"Lagidium peruanum",0.383561643835616,1,19.5
"Lagidium viscacia",0.367123287671233,NA,19.5
"Lagostomus maximus",0.421917808219178,0.978082191780822,10.8
"Alticola argentatus",NA,NA,NA
"Alticola semicanus",0.0547945205479452,0.203431718247844,3.8
"Alticola strelzowi",0.0547945205479452,NA,NA
"Arvicola amphibius",0.0575342465753425,0.131506849315068,2.5
"Baiomys taylori",0.0547945205479452,0.163013698630137,3.3
"Cricetulus barabensis",0.0534246575342466,0.25,5.3
"Cricetus cricetus",0.0547945205479452,0.135616438356164,3.6
"Dicrostonyx groenlandicus",0.0547945205479452,0.171232876712329,3.3
"Dicrostonyx richardsoni",0.0575342465753425,0.249315068493151,NA
"Dicrostonyx torquatus",0.0493150684931507,0.249315068493151,3.8
"Eligmodontia typus",0.0493150684931507,0.134246575342466,0.8
"Ellobius talpinus",0.0712328767123288,0.251,5
"Lagurus lagurus",0.0547945205479452,0.112328767123288,3.8
"Lasiopodomys brandtii",0.0575342465753425,0.167123288,4.1
"Lemmus lemmus",0.0520547945205479,0.0931506849315069,3.3
"Lophiomys imhausi",NA,NA,7.5
"Mesocricetus auratus",0.0438356164383562,0.131506849315068,3.9
"Mesocricetus brandti",0.0410958904109589,0.112328767123288,4.4
"Microtus agrestis",0.0575342465753425,0.106849315068493,4.8
"Microtus arvalis",0.0575342465753425,0.128767123287671,4.8
"Microtus duodecimcostatus",NA,NA,NA
"Microtus guentheri",0.0575342465753425,0.212328767123288,3.9
"Microtus longicaudus",NA,NA,NA
"Microtus ochrogaster",0.063013698630137,0.128767123287671,5.3
"Microtus oeconomus",0.0602739726027397,0.106849315068493,1.8
"Microtus pennsylvanicus",0.0575342465753425,0.0904109589041096,3.9
"Microtus pinetorum",0.0575342465753425,0.268493150684932,3.8
"Microtus richardsoni",0.0602739726027397,0.166666667,1.5
"Microtus subterraneus",0.0602739726027397,0.263013698630137,NA
"Myodes glareolus",0.0547945205479452,0.163013698630137,4.9
"Myodes rufocanus",0.0506849315068493,0.169863014,3.3
"Myopus schisticolor",0.0602739726027397,0.0904109589041096,1
"Neotoma albigula",0.0794520547945206,0.253424657534247,9.5
"Neotoma cinerea",0.0821917808219178,0.967123287671233,5.8
"Neotoma floridana",0.0904109589041096,0.26027397260274,8.6
"Neotoma lepida",0.0904109589041096,0.208219178082192,10.5
"Neotoma micropus",0.0958904109589041,0.372602739726027,2.2
"Nyctomys sumichrasti",0.0821917808219178,NA,5.7
"Ochrotomys nuttalli",0.0821917808219178,NA,8.4
"Ondatra zibethicus",0.0712328767123288,0.780821917808219,10
"Onychomys leucogaster",0.0849315068493151,0.293150684931507,5.6
"Onychomys torridus",0.0821917808219178,0.112328767123288,4.6
"Peromyscus californicus",0.0821917808219178,0.126027397260274,5.5
"Peromyscus crinitus",0.0657534246575342,0.191780821917808,7.7
"Peromyscus eremicus",0.0712328767123288,0.353424657534247,7.4
"Peromyscus guatemalensis",NA,NA,5.7
"Peromyscus leucopus",0.0712328767123288,0.2,7.9
"Peromyscus maniculatus",0.0657534246575342,0.134246575342466,8.3
"Peromyscus polionotus",0.0657534246575342,0.0767123287671233,5.5
"Peromyscus truei",0.0712328767123288,0.136986301369863,5.4
"Phenacomys intermedius",0.0602739726027397,0.101369863013699,NA
"Phenacomys ungava",0.063013698630137,0.104109589041096,NA
"Phodopus roborovskii",0.0575342465753425,0.665753425,4.8
"Phodopus sungorus",0.0547945205479452,0.328767123287671,3.9
"Phyllotis darwini",0.0931506849315069,0.15558904109589,NA
"Podomys floridanus",0.063013698630137,0.110575342465753,7.4
"Reithrodon auritus",NA,0.167123287671233,5.5
"Reithrodontomys humulis",0.063013698630137,0.287671232876712,2.2
"Reithrodontomys megalotis",0.063013698630137,0.256164383561644,1.5
"Rhipidomys nitela",NA,NA,NA
"Scotinomys teguina",0.0849315068493151,0.113698630136986,NA
"Sigmodon hispidus",0.073972602739726,0.10958904109589,5.2
"Synaptomys cooperi",0.063013698630137,NA,2.5
"Tscherskia triton",NA,NA,NA
"Tylomys nudicaudus",0.10958904109589,0.261643835616438,5.4
"Wiedomys pyrrhorhinos",NA,NA,NA
"Ctenodactylus gundi",0.202739726027397,0.873972602739726,5.8
"Pectinator spekei",NA,1.02509589041096,10
"Ctenomys conoveri",NA,NA,NA
"Ctenomys talarum",0.279452054794521,0.665753424657534,3
"Cuniculus paca",0.317808219178082,1,16.3
"Cuniculus taczanowskii",NA,NA,18.9
"Dasyprocta azarae",NA,NA,11.8
"Dasyprocta cristata",NA,NA,14
"Dasyprocta fuliginosa",NA,NA,18
"Dasyprocta leporina",0.306849315068493,0.528767123287671,17.8
"Dasyprocta mexicana",NA,NA,13.1
"Dasyprocta prymnolopha",NA,NA,16.3
"Dasyprocta punctata",0.306849315068493,1.33424657534247,13.8
"Dasyprocta ruatanica",NA,NA,13.7
"Myoprocta acouchy",0.271232876712329,0.832876712328767,14.8
"Dinomys branickii",0.693150684931507,NA,12.8
"Allactaga elater",NA,0.389041095890411,5.2
"Allactaga euphratica",NA,NA,4.2
"Allactaga major",NA,1.03443835616438,7
"Allactaga sibirica",0.0732520547945205,0.711739726027395,4.5
"Jaculus jaculus",0.104109589041096,0.635616438356164,7.3
"Jaculus orientalis",0.0958904109589041,NA,5.5
"Napaeozapus insignis",0.0794520547945206,0.701369863013699,4
"Sicista betulina",0.0849315068493151,1,4
"Zapus hudsonius",0.0520547945205479,0.167123287671233,5.6
"Zapus princeps",0.0520547945205479,2,6
"Hoplomys gymnurus",0.164383561643836,NA,7
"Makalata didelphoides",NA,NA,3.1
"Proechimys brevicauda",NA,NA,6.8
"Proechimys guairae",0.175342465753425,0.23972602739726,NA
"Proechimys guyannensis",0.175342465753425,0.402739726027397,4.8
"Proechimys semispinosus",0.175342465753425,0.4,5.8
"Thrichomys apereoides",0.257534246575342,0.487671232876712,7
"Coendou prehensilis",0.556164383561644,1.58356164383562,26.6
"Erethizon dorsatus",0.576027397260274,2.25,23.4
"Sphiggurus mexicanus",NA,NA,16.7
"Sphiggurus villosus",NA,NA,NA
"Cratogeomys castanops",NA,0.849315068493151,4.7
"Geomys bursarius",0.13972602739726,0.249315068493151,12
"Geomys personatus",NA,NA,NA
"Thomomys bottae",0.0520547945205479,0.873972602739726,6.1
"Thomomys mazama",0.0821917808219178,NA,NA
"Thomomys talpoides",0.0767123287671233,0.975342465753425,3.8
"Dryomys nitedula",0.0767123287671233,NA,4.1
"Eliomys melanurus",0.0684931506849315,NA,6.2
"Eliomys quercinus",0.063013698630137,1,5.5
"Glirulus japonicus",0.0821917808219178,0.397315068493151,7
"Glis glis",0.0684931506849315,0.9,8.7
"Graphiurus murinus",0.0657534246575342,NA,6.9
"Graphiurus platyops",NA,NA,7.3
"Muscardinus avellanarius",0.063013698630137,0.917808219178082,5.3
"Chaetodipus fallax",0.0684931506849315,0.454794520547945,8.3
"Chaetodipus formosus",0.0767123287671233,1,7.1
"Chaetodipus nelsoni",0.0821917808219178,NA,NA
"Dipodomys agilis",NA,0.575342465753425,NA
"Dipodomys deserti",0.0821917808219178,0.139397260273973,8.6
"Dipodomys heermanni",0.0849315068493151,0.145561643835616,8.3
"Dipodomys merriami",0.0767123287671233,0.279452054794521,9.7
"Dipodomys nitratoides",0.0931506849315069,0.241095890410959,NA
"Dipodomys ordii",0.0794520547945206,0.167123287671233,9.9
"Dipodomys spectabilis",0.063013698630137,0.850219178082192,12.7
"Liomys adspersus",NA,0.764383561643836,1.8
"Microdipodops megacephalus",NA,NA,5.4
"Perognathus amplus",NA,NA,5.9
"Perognathus flavescens",0.0712328767123288,0.23013698630137,NA
"Perognathus flavus",0.0712328767123288,NA,5
"Perognathus longimembris",0.0602739726027397,0.413698630136986,8.3
"Perognathus merriami",NA,NA,2.5
"Perognathus parvus",0.0657534246575342,0.273972602739726,5.8
"Atherurus africanus",0.29041095890411,NA,22.9
"Atherurus macrourus",NA,NA,NA
"Hystrix africaeaustralis",0.257534246575342,1.04794520547945,23.1
"Hystrix brachyura",0.306849315068493,NA,27.3
"Hystrix cristata",0.180821917808219,1.5,28
"Hystrix indica",0.30958904109589,NA,27.1
"Hystrix pumila",0.306849315068493,NA,9.5
"Hystrix sumatrae",0.306849315068493,NA,NA
"Trichys fasciculata",NA,NA,10.1
"Acomys cahirinus",0.104109589041096,0.16027397260274,5.9
"Acomys cilicicus",NA,NA,4
"Acomys minous",NA,NA,NA
"Acomys russatus",0.0931506849315069,0.249315068493151,NA
"Acomys wilsoni",0.106849315068493,NA,5.6
"Apodemus agrarius",0.0602739726027397,0.208219178082192,4
"Apodemus argenteus",NA,0.167123287671233,5
"Apodemus flavicollis",0.0712328767123288,0.142465753424658,4.5
"Apodemus peninsulae",0.0710556164383562,0.141663096,4.4
"Apodemus speciosus",NA,NA,5.3
"Apodemus sylvaticus",0.063013698630137,0.186301369863014,6.3
"Arvicanthis niloticus",0.0602739726027397,0.123287671232877,6.7
"Chiropodomys gliroides",0.0547945205479452,0.276712328767123,3.6
"Colomys goslingi",NA,NA,3
"Conilurus penicillatus",0.0958904109589041,NA,4.5
"Crateromys heaneyi",NA,NA,8.8
"Crateromys schadenbergi",NA,NA,NA
"Desmodillus auricularis",0.0794520547945206,NA,6.1
"Dipodillus campestris",NA,NA,7.3
"Gerbilliscus afra",0.063013698630137,0.365753424657534,5.7
"Gerbilliscus validus",0.0684931506849315,0.271232876712329,5
"Gerbillus gerbillus",NA,NA,5.9
"Gerbillus nanus",0.0602739726027397,0.208333424657534,4.5
"Gerbillus perpallidus",0.0547945205479452,NA,5.5
"Gerbillus pyramidum",0.0575342465753425,0.201369863013699,8.2
"Grammomys dolichurus",0.0657534246575342,0.2,4.4
"Hydromys chrysogaster",0.0986301369863014,0.408219178082192,7.3
"Lemniscomys barbarus",NA,NA,4.4
"Lemniscomys striatus",0.0684931506849315,0.46027397260274,4.8
"Lenothrix canus",NA,NA,3.8
"Leporillus conditor",0.104109589041096,0.63972602739726,5.3
"Mastomys erythroleucus",0.0575342465753425,0.375342465753425,NA
"Meriones crassus",0.0602739726027397,0.195890410958904,5.6
"Meriones libycus",0.0712328767123288,0.249315068493151,5.2
"Meriones meridianus",0.063013698630137,NA,6.8
"Meriones persicus",0.0712328767123288,NA,6
"Meriones shawi",0.0712328767123288,0.304109589041096,NA
"Meriones tamariscinus",NA,NA,NA
"Meriones unguiculatus",0.0684931506849315,0.108219178082192,6.3
"Meriones vinogradovi",0.0602739726027397,NA,6.7
"Mesembriomys gouldii",0.120547945205479,0.194520547945205,7.8
"Mesembriomys macrurus",0.131506849315068,NA,7.1
"Aethomys namaquensis",0.0602739726027397,0.287671233,4.7
"Micromys minutus",0.0547945205479452,0.105479452054795,3.8
"Millardia gleadowi",NA,NA,4
"Mus caroli",0.0575342465753425,NA,NA
"Mus cervicolor",0.0547945205479452,NA,NA
"Mus minutoides",0.0547945205479452,0.187671233,4.3
"Mus musculoides",0.0657534246575342,NA,NA
"Mus musculus",0.0520547945205479,0.115068493150685,4
"Mus spicilegus",NA,0.283452054794521,3.5
"Notomys alexis",0.0958904109589041,0.205479452054795,6.4
"Notomys aquilo",0.145205479452055,NA,NA
"Notomys mitchellii",0.101369863013699,0.223287671232877,5.3
"Otomys irroratus",0.10958904109589,0.236986301369863,NA
"Pachyuromys duprasi",0.0547945205479452,0.167123287671233,8.3
"Phloeomys cumingi",NA,NA,13.6
"Phloeomys pallidus",NA,NA,10.7
"Pogonomys macrourus",NA,NA,3.1
"Praomys tullbergi",0.0657534246575342,0.215068493150685,5.2
"Psammomys obesus",0.0657534246575342,0.273972602739726,3.2
"Pseudomys australis",0.0849315068493151,0.445205479452055,7.9
"Pseudomys chapmani",NA,NA,6.8
"Pseudomys fumeus",NA,NA,6.5
"Pseudomys higginsi",0.0876712328767123,0.742465753424657,NA
"Pseudomys laborifex",NA,NA,6.9
"Pseudomys shortridgei",NA,0.917808219178082,6
"Rattus fuscipes",0.0712328767123288,0.26986301369863,5.3
"Rattus lutreolus",0.073972602739726,0.216438356164384,4.4
"Rattus norvegicus",0.0575342465753425,0.219178082191781,3.8
"Rattus norvegicus domestica",0.0575342465753425,0.219178082191781,3.8
"Rattus rattus",0.0602739726027397,0.276712328767123,4.2
"Rhabdomys pumilio",0.0684931506849315,0.145205479,4.5
"Rhombomys opimus",0.0767123287671233,0.287671232876712,4.5
"Sekeetamys calurus",NA,NA,7.3
"Sundamys muelleri",NA,NA,2
"Tatera indica",0.0712328767123288,0.23013698630137,7
"Taterillus gracilis",0.0712328767123288,0.249315068493151,NA
"Thallomys paedulcus",0.0712328767123288,0.298630136986301,3.5
"Thamnomys venustus",0.0657534246575342,0.227397260273973,NA
"Zelotomys woosnami",0.0849315068493151,NA,NA
"Zyzomys argurus",0.0821917808219178,0.424821917808219,NA
"Zyzomys palatilis",NA,NA,6.2
"Zyzomys pedunculatus",NA,NA,7.5
"Myocastor coypus",0.358904109589041,0.416438356164384,8.5
"Cricetomys emini",NA,NA,7.4
"Cricetomys gambianus",0.0931506849315069,0.432876712328767,8.4
"Dendromus melanotis",0.0684931506849315,NA,4.2
