CpG_Site,Coefficient,Mean_Beta_Value,Predictor
cg13146020,-0.008350725,0.80749707,CXCL10 soma
cg00717279,0.023927526,0.811170592,CXCL10 soma
cg09361941,0.00175088,0.811337567,CXCL10 soma
cg16739342,-0.006582487,0.813083669,CXCL10 soma
cg23977256,-0.006164916,0.815822515,CXCL10 soma
cg23056060,-0.026382622,0.816394881,CXCL10 soma
cg07387429,-0.002008421,0.816469787,CXCL10 soma
cg27418099,0.005408396,0.818219038,CXCL10 soma
cg22561794,-0.019027405,0.822238671,CXCL10 soma
cg25010805,-3.81532e-4,0.823961165,CXCL10 soma
cg20207715,-0.006198166,0.824339282,CXCL10 soma
cg07175733,0.006534565,0.826052157,CXCL10 soma
cg25767832,-0.001018425,0.828118581,CXCL10 soma
cg12274600,0.020076166,0.831437933,CXCL10 soma
cg05665093,-0.003338743,0.837129343,CXCL10 soma
cg09936218,-0.01108454,0.837508254,CXCL10 soma
cg11304283,0.004653529,0.838596215,CXCL10 soma
cg25972092,0.009329334,0.841426482,CXCL10 soma
cg18022927,0.013362325,0.844273638,CXCL10 soma
cg10761785,-0.007591581,0.845830604,CXCL10 soma
cg17509836,-0.011536608,0.846001841,CXCL10 soma
cg12023246,0.016659808,0.848926989,CXCL10 soma
cg24792692,-0.007223093,0.859287899,CXCL10 soma
cg16222581,0.00620464,0.863665715,CXCL10 soma
cg09684557,-0.005327416,0.868218771,CXCL10 soma
cg02922732,2.54e-5,0.882486659,CXCL10 soma
cg13576994,-0.001371947,0.885750906,CXCL10 soma
cg13022534,0.006341114,0.886708244,CXCL10 soma
cg04902405,0.003691178,0.887048303,CXCL10 soma
cg04468776,-0.00567899,0.901749758,CXCL10 soma
cg16590012,-0.003305234,0.910686347,CXCL10 soma
cg25019044,0.013954392,0.912291559,CXCL10 soma
cg20853771,-0.004934584,0.915866882,CXCL10 soma
cg19162300,-0.021638901,0.9348294,CXCL10 soma
cg25036357,-0.008353451,0.950363717,CXCL10 soma
cg09796094,-0.006713084,0.976984619,CXCL10 soma
cg11901544,0.013163919,0.021237387,CXCL11
cg00511731,0.011062753,0.022342261,CXCL11
cg22526415,0.001484754,0.023391078,CXCL11
cg13678939,0.013943891,0.025202977,CXCL11
cg00207534,0.007807837,0.025566491,CXCL11
cg04844391,0.010682314,0.028151699,CXCL11
cg13175480,0.016825237,0.028390781,CXCL11
cg20359524,0.023312048,0.028409368,CXCL11
cg20540942,0.008879054,0.029189904,CXCL11
cg06434997,5.671e-4,0.030280472,CXCL11
cg22713976,0.009274298,0.030550621,CXCL11
cg08336435,7.94e-5,0.033783676,CXCL11
cg04922681,0.00604359,0.037729921,CXCL11
cg00280758,0.018495895,0.037796459,CXCL11
cg19750882,0.006112868,0.037992737,CXCL11
cg18496653,-0.030077296,0.039652949,CXCL11
cg01250961,-0.009249709,0.040208312,CXCL11
cg02019774,-0.00163191,0.041004019,CXCL11
cg02421543,-0.019687561,0.042525072,CXCL11
cg01681367,-0.006237469,0.043201601,CXCL11
cg02202022,0.022418819,0.043242026,CXCL11
cg12464869,0.004544206,0.043752946,CXCL11
cg23910835,-0.02703998,0.044525599,CXCL11
cg15102770,-0.001727669,0.046435061,CXCL11
cg04009537,0.009581152,0.046671084,CXCL11
cg26797372,-0.002040324,0.046990704,CXCL11
cg08480068,-0.005410284,0.051928931,CXCL11
cg13407464,0.002308857,0.056441165,CXCL11
cg18706879,0.011831944,0.062121179,CXCL11
cg13104128,-0.029344973,0.062761969,CXCL11
cg13796272,-1.72166e-4,0.063659108,CXCL11
cg05642379,0.023590075,0.069773871,CXCL11
cg24496841,0.004791799,0.07058409,CXCL11
cg08034440,-0.018374042,0.071249701,CXCL11
cg17592120,0.012501212,0.07149625,CXCL11
cg03320255,0.003783496,0.074543539,CXCL11
cg08712625,-0.009899408,0.081533846,CXCL11
cg02055483,0.003872006,0.084918282,CXCL11
cg18281439,0.006905546,0.086683914,CXCL11
cg26433368,-0.012889397,0.087849015,CXCL11
cg26119331,0.004841259,0.089365595,CXCL11
cg03907390,0.00676209,0.093638984,CXCL11
cg10868715,8.36877e-4,0.094587463,CXCL11
cg22988146,-0.00598146,0.097982521,CXCL11
cg17536822,-8.144e-4,0.104822272,CXCL11
cg11653410,0.009094476,0.106933736,CXCL11
cg00677866,-0.008484174,0.10947305,CXCL11
cg02249074,7.99846e-4,0.109488093,CXCL11
cg20320624,2.04254e-4,0.111665495,CXCL11
cg21855211,-2.70471e-4,0.114088736,CXCL11
cg01848115,0.001000717,0.11903112,CXCL11
cg25751787,0.018359215,0.135389002,CXCL11
cg10509626,0.003973382,0.136753035,CXCL11
cg24645221,-0.001578224,0.144161502,CXCL11
cg12140144,0.015370979,0.153180875,CXCL11
cg03999872,7.80563e-4,0.167373824,CXCL11
cg25843003,-0.004940214,0.16828567,CXCL11
cg09144707,-0.001827665,0.219862363,CXCL11
cg05304729,-0.007211984,0.221854688,CXCL11
cg24254206,-0.011076837,0.228403996,CXCL11
cg21389309,0.010022342,0.257458708,CXCL11
cg00583328,0.012766737,0.257793491,CXCL11
cg15995265,0.052716938,0.295757859,CXCL11
cg17385448,0.002769327,0.3097042,CXCL11
cg07946633,0.00694572,0.311115378,CXCL11
cg10821127,0.016548489,0.31608036,CXCL11
cg03907575,4.36451e-4,0.320513382,CXCL11
cg27218796,0.007291088,0.324510658,CXCL11
cg23786209,0.014753162,0.332128944,CXCL11
cg19377607,0.021805613,0.351983153,CXCL11
cg19791714,0.003005224,0.354458192,CXCL11
cg14174221,0.023515687,0.362577653,CXCL11
cg01078446,-0.007522664,0.379397472,CXCL11
cg18129178,-0.004515825,0.386645573,CXCL11
cg18158438,0.008168722,0.399263312,CXCL11
cg22770911,0.010976998,0.407691932,CXCL11
cg07839457,-0.093494717,0.410350882,CXCL11
cg27663476,0.002864726,0.418049433,CXCL11
cg14679202,-4.93e-6,0.431099281,CXCL11
cg14783904,-0.006781834,0.437866622,CXCL11
cg18856614,0.010657608,0.440306254,CXCL11
cg00218406,-0.008675726,0,CXCL11
cg01244571,0.002209544,0,CXCL11
cg04996868,-0.006104459,0,CXCL11
cg05378190,0.011140112,0,CXCL11
cg05949877,0.00338529,0,CXCL11
cg06311795,-0.001433989,0,CXCL11
cg08710629,0.00153002,0,CXCL11
cg13031097,-0.034286397,0,CXCL11
cg18532515,-0.004820616,0,CXCL11
cg18808777,-0.013341049,0,CXCL11
cg19929123,-0.011029168,0,CXCL11
cg07870920,-0.005949123,0.534254374,CXCL11
cg18086819,-0.005127004,0.5445811,CXCL11
cg04659154,0.002062635,0.546754833,CXCL11
cg05551003,0.002989794,0.549971976,CXCL11
cg21909751,0.008544373,0.552456259,CXCL11
cg21696987,-0.006694748,0.553042283,CXCL11
cg07882838,0.007605303,0.557145753,CXCL11
cg26450240,0.009858595,0.571644407,CXCL11
cg08554556,1.70939e-4,0.607357847,CXCL11
cg26703534,0.01338858,0.608573121,CXCL11
cg12551908,-0.00619146,0.617833329,CXCL11
cg10191799,-0.023605597,0.648518785,CXCL11
cg14979674,0.021232441,0.651573314,CXCL11
cg04479464,0.009406388,0.651897457,CXCL11
cg24592370,-0.005510512,0.652896409,CXCL11
cg16570885,0.020926847,0.653522617,CXCL11
cg12492380,0.002626903,0.670252442,CXCL11
cg15742245,-0.006388998,0.680705528,CXCL11
cg19594470,-0.002749095,0.680982297,CXCL11
cg12639429,0.001533643,0.681851134,CXCL11
cg05707833,0.002667529,0.685541139,CXCL11
cg14972827,0.003522753,0.699243469,CXCL11
cg25036527,0.015612101,0.740027073,CXCL11
cg22387781,-0.005632682,0.744815648,CXCL11
cg23270415,-0.008494495,0.754958106,CXCL11
cg18752161,-0.005304732,0.756505141,CXCL11
cg22506801,4.13478e-4,0.757588947,CXCL11
cg24670000,0.003758551,0.758799032,CXCL11
cg06928983,0.009296179,0.761727187,CXCL11
cg01028142,-0.014995901,0.763517723,CXCL11
cg04232681,0.022243577,0.765394047,CXCL11
cg09077443,0.001080928,0.775832037,CXCL11
cg01720013,0.017295377,0.776578375,CXCL11
cg26369178,0.020432817,0.779630106,CXCL11
cg18001722,0.002943207,0.782045031,CXCL11
cg27432604,-0.014563127,0.785486974,CXCL11
cg01921059,0.002363491,0.788603452,CXCL11
cg25943702,-0.032973777,0.792719296,CXCL11
cg05165982,-0.030311193,0.79292347,CXCL11
cg14069412,0.007108457,0.79436448,CXCL11
cg22382137,0.009572017,0.79628563,CXCL11
cg24151204,-0.011991954,0.801072698,CXCL11
cg08449558,-0.002115531,0.801466794,CXCL11
cg16179048,0.008907665,0.802387947,CXCL11
cg18348274,0.001109905,0.802763375,CXCL11
cg06289444,-0.004940636,0.809676575,CXCL11
cg02128564,0.012951181,0.815657581,CXCL11
cg12297546,-0.004488403,0.819878122,CXCL11
cg20992429,0.010319459,0.821993111,CXCL11
cg14353422,-0.00460426,0.83298273,CXCL11
cg22647900,-0.003810131,0.845151335,CXCL11
cg17900127,-0.01184716,0.850074056,CXCL11
cg01235305,-0.005871571,0.851006651,CXCL11
cg00784759,0.001610394,0.853491589,CXCL11
cg19616654,0.006737655,0.854099965,CXCL11
cg03641640,0.007541883,0.855417163,CXCL11
cg17016931,0.002680466,0.857206847,CXCL11
cg10420542,0.011400613,0.858288563,CXCL11
cg13768347,0.004067119,0.858316987,CXCL11
cg01813393,0.025654687,0.860454137,CXCL11
cg10507156,0.001006719,0.861270459,CXCL11
cg11391732,-0.009888781,0.861331133,CXCL11
cg08980697,0.008309109,0.863299938,CXCL11
cg08110054,0.005698838,0.864417214,CXCL11
cg15880716,5.49322e-4,0.864604044,CXCL11
cg17016000,0.002089194,0.864636982,CXCL11
cg22933879,-0.0017654,0.867546576,CXCL11
cg01760178,0.013784418,0.867755245,CXCL11
cg18442685,0.004478991,0.869645532,CXCL11
cg13013975,-0.008184715,0.872057087,CXCL11
cg13497069,0.002715303,0.876327781,CXCL11
cg07372195,-0.001225568,0.87948366,CXCL11
cg12720444,0.009130387,0.88036758,CXCL11
cg17287155,0.001847049,0.883919247,CXCL11
cg09727206,-0.001155288,0.895707157,CXCL11
cg07208425,-0.015518195,0.903285629,CXCL11
cg18316974,0.004054449,0.906571746,CXCL11
cg22875239,0.003972638,0.910349335,CXCL11
cg05861641,-0.007643646,0.919777422,CXCL11
cg13567404,0.011400606,0.92885938,CXCL11
cg18118147,0.001667435,0.937133486,CXCL11
cg10787000,-0.011933708,0.951810994,CXCL11
cg01514538,-0.003074926,0.97634543,CXCL11
cg03414471,-0.008859658,0.978483659,CXCL11
cg01507044,0.029866946,0.021879976,CXCL11 soma
cg25075644,0.007851817,0.026153135,CXCL11 soma
cg26317405,0.007666171,0.028879747,CXCL11 soma
cg27249178,0.010268228,0.029568416,CXCL11 soma
cg07519515,0.017540001,0.034097171,CXCL11 soma
cg17271338,0.021306532,0.036103517,CXCL11 soma
cg27298085,0.025430818,0.040663205,CXCL11 soma
cg24165667,0.023278583,0.041278972,CXCL11 soma
cg11888571,0.01577638,0.041607402,CXCL11 soma
cg01681367,-0.009304557,0.043201601,CXCL11 soma
cg14304690,0.007993258,0.045727155,CXCL11 soma
cg08724866,0.021771254,0.047733219,CXCL11 soma
cg09410234,0.032758755,0.060179301,CXCL11 soma
cg06668527,-0.006970958,0.063287157,CXCL11 soma
cg10061342,-0.003606821,0.092935456,CXCL11 soma
cg25170591,-0.002933433,0.093127214,CXCL11 soma
cg25742246,0.010418548,0.132241359,CXCL11 soma
cg25843003,-0.021093187,0.16828567,CXCL11 soma
cg16411857,-0.01092673,0.177183169,CXCL11 soma
cg10726816,-0.001582735,0.184055816,CXCL11 soma
cg18132851,-0.001780982,0.199927968,CXCL11 soma
cg16336494,-0.011394034,0.21748822,CXCL11 soma
cg20519121,0.008414904,0.311015238,CXCL11 soma
cg26612727,0.003195542,0.334570707,CXCL11 soma
cg25198113,0.004893368,0.347508327,CXCL11 soma
cg07839457,-0.101083661,0.410350882,CXCL11 soma
cg12609063,0.001525796,0.414041086,CXCL11 soma
cg00589305,-0.004792896,0.418968729,CXCL11 soma
cg22572476,0.001281376,0.475593153,CXCL11 soma
cg07081739,0.008303925,0.50343658,CXCL11 soma
cg24856658,-0.008451267,0.520496925,CXCL11 soma
cg00849990,-5.23943e-4,0.531316019,CXCL11 soma
cg09386050,0.003475128,0.581506333,CXCL11 soma
cg19311244,0.002171591,0.595146543,CXCL11 soma
cg23038277,0.001156392,0.613315736,CXCL11 soma
cg12639429,0.010139328,0.681851134,CXCL11 soma
cg00246301,0.010506908,0.712728849,CXCL11 soma
cg27336379,0.001091703,0.731815687,CXCL11 soma
cg25008524,-0.004467285,0.7415583,CXCL11 soma
cg20069939,-0.010241588,0.753532119,CXCL11 soma
cg14750757,0.003180967,0.754302507,CXCL11 soma
cg13049247,-0.017107455,0.778412538,CXCL11 soma
cg11606575,0.005919101,0.822184543,CXCL11 soma
cg25487430,0.010384073,0.840168203,CXCL11 soma
cg24908097,-0.008226838,0.877165151,CXCL11 soma
cg03256729,-0.004757384,0.893701388,CXCL11 soma
cg16453901,-0.004896497,0.894851543,CXCL11 soma
cg19162300,-0.003424067,0.9348294,CXCL11 soma
cg01922433,0.001855728,0.95092407,CXCL11 soma
cg26767085,-0.012397896,0.95665843800000006,CXCL11 soma
cg06858150,-0.007437298,0.976745918,CXCL11 soma
cg26879815,-0.011279399,0.029625182,CXCL9
cg01053411,-0.011403555,0.03619336,CXCL9
cg10364301,0.00207496,0.03745428,CXCL9
cg00837434,-4.81269e-4,0.037886561,CXCL9
cg16331890,0.00736353,0.038936524,CXCL9
cg01681367,-0.034184286,0.043201601,CXCL9
cg02202022,0.01026469,0.043242026,CXCL9
cg12691382,0.026021876,0.046504472,CXCL9
cg19131731,0.004170895,0.048531588,CXCL9
cg00861277,0.001169256,0.061373837,CXCL9
cg10296410,0.006218387,0.066660833,CXCL9
cg16536330,-0.019099053,0.076866802,CXCL9
cg17536822,-0.007406077,0.104822272,CXCL9
cg18125510,-0.004222763,0.143707868,CXCL9
cg13689560,0.001221271,0.152134901,CXCL9
cg24129390,0.005090922,0.160310387,CXCL9
cg26140475,-0.028634254,0.162984216,CXCL9
cg03404662,-9.74538e-4,0.170327788,CXCL9
cg03547181,0.00217637,0.195505177,CXCL9
cg05304729,-0.016806747,0.221854688,CXCL9
cg21389309,0.005555246,0.257458708,CXCL9
cg00670942,0.008678879,0.287973732,CXCL9
cg07839457,-0.080321387,0.410350882,CXCL9
cg09122035,-0.002411567,0,CXCL9
cg13826862,0.015055901,0,CXCL9
cg14831166,0.007630686,0,CXCL9
cg17636693,-0.005446903,0,CXCL9
cg24461506,0.013372559,0,CXCL9
cg04659154,0.003888201,0.546754833,CXCL9
cg27341636,0.009869957,0.57471631,CXCL9
cg19628299,-0.003558262,0.634766393,CXCL9
cg02462812,-0.022296183,0.635406026,CXCL9
cg22874989,0.001524784,0.643382345,CXCL9
cg05146888,-0.00629656,0.643466761,CXCL9
cg27360300,0.003968196,0.66437625,CXCL9
cg13020868,0.006313746,0.666979805,CXCL9
cg06723525,4.4803e-4,0.672257045,CXCL9
cg07554626,-0.035776392,0.685948026,CXCL9
cg01234610,0.0112845,0.726358101,CXCL9
cg02476533,0.008844058,0.736294027,CXCL9
cg10180058,0.025526551,0.747151843,CXCL9
cg06690548,-0.008376955,0.74974841,CXCL9
cg22506801,0.003162076,0.757588947,CXCL9
cg09077443,0.004735641,0.775832037,CXCL9
cg16108823,-0.003531739,0.783816688,CXCL9
cg05165982,-0.014250936,0.79292347,CXCL9
cg26011692,1.19365e-4,0.801579298,CXCL9
cg24691965,0.005668736,0.813479858,CXCL9
cg02128564,0.003529616,0.815657581,CXCL9
cg25762658,-0.002238521,0.820237681,CXCL9
cg17900127,-0.004644165,0.850074056,CXCL9
cg25736517,0.007567733,0.857176147,CXCL9
cg11859384,-0.016019734,0.859526082,CXCL9
cg19075225,0.01096135,0.920689745,CXCL9
cg15203403,-0.002387069,0.926666279,CXCL9
cg26914630,0.005134413,0.972447798,CXCL9
cg12837057,-0.009153824,0.017644895,E-selectin
cg22122462,-0.001927987,0.022173623,E-selectin
cg16277835,0.001530141,0.022436184,E-selectin
cg07367434,-0.00201856,0.025213613,E-selectin
cg13134535,-4.52e-5,0.026188924,E-selectin
cg24960563,-0.002214392,0.026749258,E-selectin
cg10755375,-0.006464525,0.027046853,E-selectin
cg14227032,-0.004646955,0.027237018000000002,E-selectin
cg27063607,0.004823187,0.02891559,E-selectin
cg04848196,-0.001680762,0.029531905,E-selectin
cg26526036,-2.6644e-4,0.029701715,E-selectin
cg02643218,-0.01582769,0.030775368,E-selectin
cg08391287,-0.012873638,0.033096548,E-selectin
cg18176689,-0.012020604,0.034252082,E-selectin
cg18115436,-0.017020369,0.03436597,E-selectin
cg18677965,0.047792774,0.035914861,E-selectin
cg04016744,-0.004586175,0.037196666,E-selectin
cg21503826,0.001978496,0.037745742,E-selectin
cg23753457,-0.01072377,0.038811586,E-selectin
cg06196122,8.70963e-4,0.039082648,E-selectin
cg16777839,-0.017497623,0.039292238,E-selectin
cg15079981,-2.92771e-4,0.040689283,E-selectin
cg03056436,0.006153917,0.040810217,E-selectin
cg20607710,9.57082e-4,0.042149755,E-selectin
cg17197538,-0.007489608,0.043277044,E-selectin
cg19935397,-0.009330661,0.04348808,E-selectin
cg15575641,8.09543e-4,0.044259416,E-selectin
cg05305434,-8.07341e-4,0.044480093,E-selectin
cg09435824,-0.00821418,0.046674997,E-selectin
cg10993336,-0.003791918,0.056073939,E-selectin
cg18058532,0.004357791,0.058692464,E-selectin
cg12507125,-0.014948836,0.059042471,E-selectin
cg02239968,0.007471108,0.059730516,E-selectin
cg12040278,-0.013270918,0.060078579,E-selectin
cg10537193,-0.005953008,0.060817139,E-selectin
cg22334665,-0.01052777,0.061151758,E-selectin
cg01708552,-0.008137718,0.061562516,E-selectin
cg11781976,-0.003027456,0.063155087,E-selectin
cg20283449,0.013923315,0.068938077,E-selectin
cg00574958,-0.016775903000000002,0.069615669,E-selectin
cg10886678,-0.01130088,0.073973847,E-selectin
cg03253831,-0.001398634,0.076184272,E-selectin
cg06545019,-0.001881109,0.077447664,E-selectin
cg25012577,-0.00545806,0.090393261,E-selectin
cg01005968,0.019888681,0.091055354,E-selectin
cg17046650,0.005679015,0.11020332,E-selectin
cg14039237,-0.011463562,0.115362464,E-selectin
cg06281680,-0.004698332,0.135971688,E-selectin
cg10726816,2.2162e-4,0.184055816,E-selectin
cg10044101,0.003297539,0.20524645,E-selectin
cg07976603,0.008802719,0.212350144,E-selectin
cg00124375,0.001631238,0.215626823,E-selectin
cg08575696,8.41e-5,0.233796895,E-selectin
cg01827933,0.001568046,0.236249292,E-selectin
cg26277754,-0.002924557,0.247701904,E-selectin
cg17716663,0.004518115,0.249916399,E-selectin
cg22934308,5.21946e-4,0.294228093,E-selectin
cg17471062,-0.00274207,0.317003018,E-selectin
cg18402261,-0.0084042,0.331021845,E-selectin
cg04018474,-0.007068518,0.35125259,E-selectin
cg18234115,0.002806687,0.377722273,E-selectin
cg05312293,0.004011379,0.381997485,E-selectin
cg21167269,0.001362096,0.459170077,E-selectin
cg06500161,0.048801747,0.486511073,E-selectin
cg20432211,-0.005413126,0.489346049,E-selectin
cg00862597,0.033247416,0.501703437,E-selectin
cg14476101,-0.029275151,0.506141446,E-selectin
cg23371436,1.71527e-4,0.506363084,E-selectin
cg21942572,5.63238e-4,0.507416825,E-selectin
cg12860109,0.034807788,0.517490075,E-selectin
cg16824477,-0.002087819,0.522727093,E-selectin
cg21530267,0.010084255,0.529445241,E-selectin
cg04848107,-0.008013597,0.53120381,E-selectin
cg13830794,0.011802813,0.542549544,E-selectin
cg18757405,-0.001688871,0.548435394,E-selectin
cg08255481,0.02220992,0.580205987,E-selectin
cg02417857,0.004448297,0.607560793,E-selectin
cg19693031,-0.013925801,0.633654885,E-selectin
cg09518270,-0.010576188,0.639850209,E-selectin
cg02113214,0.007420572,0.640077303,E-selectin
cg06825317,-0.006670797,0.644714713,E-selectin
cg14440550,-0.012679925,0.650162932,E-selectin
cg27570575,0.027873828,0.654367094,E-selectin
cg26761826,0.006729863,0.657396602,E-selectin
cg03618918,2.32638e-4,0.661355894,E-selectin
cg12786198,0.0100496,0.663765532,E-selectin
cg14947218,-0.001619982,0.670582605,E-selectin
cg20022454,0.0010739,0.676174123,E-selectin
cg13724706,0.00758732,0.696134225,E-selectin
cg17475467,0.011425504,0.724910082,E-selectin
cg10813585,-0.02994151,0.726748766,E-selectin
cg21773820,9.78384e-4,0.729156886,E-selectin
cg13706315,8.41944e-4,0.733808644,E-selectin
cg03125531,-0.006844318,0.735744482,E-selectin
cg06690548,-0.030695191,0.74974841,E-selectin
cg07028598,0.037424606,0.757640733,E-selectin
cg05060175,0.003397933,0.768625422,E-selectin
cg11643285,-0.087318361,0.771938087,E-selectin
cg07359183,-0.016789957,0.777141851,E-selectin
cg22819171,-6.19318e-4,0.778757637,E-selectin
cg26332985,-0.001060332,0.779717068,E-selectin
cg15405364,0.008339984,0.78721838,E-selectin
cg07972026,-0.006394988,0.790535262,E-selectin
cg11691383,-0.00199452,0.791046799,E-selectin
cg24410453,0.022185665,0.793768976,E-selectin
cg08947445,-0.002261998,0.809885116,E-selectin
cg25879946,-0.004568274,0.8110126,E-selectin
cg18061255,-0.001628687,0.811492891,E-selectin
cg00994936,0.007881839,0.811814494,E-selectin
cg07320630,-0.025383198,0.813150412,E-selectin
cg17905091,0.00276536,0.81961152,E-selectin
cg26979829,-0.001890869,0.826967483,E-selectin
cg13316472,-7.53999e-4,0.829483187,E-selectin
cg03998493,-0.004656793,0.834594469,E-selectin
cg13067139,0.014222224,0.834857017,E-selectin
cg25404454,0.014331607,0.843640682,E-selectin
cg17069662,-0.002741117,0.860514959,E-selectin
cg22004693,0.004034713,0.865317464,E-selectin
cg00233887,-0.015449095,0.868789387,E-selectin
cg02526838,-0.012203107,0.872294688,E-selectin
cg04781839,0.016936647,0.888338137,E-selectin
cg08823975,-0.005751158,0.89476631,E-selectin
cg11817892,8.97155e-4,0.933331279,E-selectin
cg20406528,-0.001659687,0.942276817,E-selectin
cg15520955,0.002638509,0.968103934,E-selectin
cg05678191,-0.009535319,0.970169747,E-selectin
cg20964328,0.014625583,0.028902019,Ectodysplasin-A
cg03725309,0.022631665,0.134930135,Ectodysplasin-A
cg13787768,-0.034853174,0.701525029,Ectodysplasin-A
cg06866187,-0.022150589,0.752536418,Ectodysplasin-A
cg06308022,-0.031958852,0.759055507,Ectodysplasin-A
cg14159576,-0.009524891,0.773892965,Ectodysplasin-A
cg08599699,-0.022828899,0.797859919,Ectodysplasin-A
cg24485038,-0.106733004,0.806733262,Ectodysplasin-A
cg08818337,-0.008436236,0.826170607,Ectodysplasin-A
cg25925896,-0.006923861,0.936773705,Ectodysplasin-A
cg23609571,4.2285e-4,0.025714548,EN.RAGE
cg12802921,-0.011063479,0.027297851,EN.RAGE
cg22051865,-0.002126931,0.031435655,EN.RAGE
cg10311104,0.006175509,0.033815029,EN.RAGE
cg08268798,0.003159371,0.037052566,EN.RAGE
cg02475834,-0.00110952,0.037887789,EN.RAGE
cg25359292,0.004963749,0.039672349,EN.RAGE
cg00419333,-0.018206502,0.041412516,EN.RAGE
cg14676817,0.003989165,0.043052837,EN.RAGE
cg22562040,0.006899003,0.045356137,EN.RAGE
cg17735983,0.006743401,0.059127055,EN.RAGE
cg26118759,-0.005399503,0.067719595,EN.RAGE
cg03226554,-0.005272501,0.081165216,EN.RAGE
cg10045909,-0.033272064,0.114779977,EN.RAGE
cg10365597,0.006238095,0.151883842,EN.RAGE
cg04988978,-0.019525678,0.184305127,EN.RAGE
cg14230378,0.002665132,0.19044319,EN.RAGE
cg05958050,0.021852695,0.206233507,EN.RAGE
cg18384460,-0.001332991,0.209751353,EN.RAGE
cg05860956,-3.42083e-4,0.21370499,EN.RAGE
cg13765061,-0.0052811,0.252831824,EN.RAGE
cg16945415,-0.001054137,0.253560056,EN.RAGE
cg05709770,-0.001366697,0.295124038,EN.RAGE
cg03411579,0.023063042,0.315095441,EN.RAGE
cg14225168,-0.008184005,0.331610692,EN.RAGE
cg05501357,-0.026845594,0.343022724,EN.RAGE
